dialect,standard,region
"Ok luôn bữa mô gặp đi, bữa đi tui đang rảnh nì.","Ok luôn bữa nào gặp đi, bữa nay tôi đang rảnh này.",central
"ăn cơm với dưa hấu, chuối nó ngon thiệt","ăn cơm với dưa hấu, chuối nó ngon thật",southern
Công ty nhõn 3 người mà cái mỏ không ông nào thua ông nào.,Công ty có mỗi 3 người mà cái miệng không ông nào thua ông nào.,northern
lá cờ tao mua vải về treo chơ ri tốn.,lá cờ tôi mua vải về treo chứ làm gì tốn,central
đi mòn dép mà chưa chụp được cấy mô tề.,Đi mòn dép mà chưa chụp được cái gì kìa.,central
có ăn không để mai mốt làm đem vào cho,có ăn không để hôm nào làm mang vào cho,southern
mà toàn tra rồi chơ phải trẻ mô?,Mà toàn già rồi chứ phải trẻ đâu?,central
"Chao ôi, tau nhìn cái đầu tóc hắn là tau nghi rồi, bây ơi!","Chao ôi, tao nhìn cái đầu tóc nó là tao nghi rồi, chúng mày ơi!",central
ai thích chơ phải mi thích mô,Ai thích chứ phải mày thích đấy,central
"Bạn về chợ Mai, hỏi quán bánh canh mệ Dư chỗ mô thì ai cũng biết hết.","Bạn về chợ Mai, hỏi quán bánh canh bà Dư chỗ nào thì ai cũng biết hết.",central
Mới thấy o đường Hùng Vương Hồ Xá lúc 10h.,Mới thấy cô ở đường Hùng Vương Hồ Xá lúc 10 giờ,central
"Mô rú, mô khe, mô nỏ chộ.","Đâu núi, đâu non, đâu chẳng thấy.",central
"tao học mấy cái nớ từ mày đó chơ mô nữa, coi lại bản thân mình đi nghe mày","tao học mấy cái đấy từ mày đấy chứ đâu nữa, coi lại bản thân mình đi nghe mày.",central
Dệ ăn của mệ.,Dễ ăn của chị lắm,central
"mai mua đi, coi chừng trúng thiệt nha.","mai mua đi, cẩn thận trúng thật nhé.",southern
chồng ngày nào cũng chơi hông ớn hả,chồng ngày nào cũng chơi mà không sợ sao,southern
dìa chở 2 mẹ con đi coi múa lân nè,về chở 2 mẹ con đi xem múa lân này,southern
Đem thằng tài xế ra chích ngay và liền mới hợp lòng dân nghe nhà điều hành pháp luật.,Mang thằng tài xế ra chích ngay và liền mới hợp lòng dân nhé nhà điều hành pháp luật.,southern
Lạnh ni uống rượu chớ bia vô không nổi bạn nghe,Lạnh như vầy uống rượu chứ bia vào không nổi bạn nhé,southern
cấy ni nghe ưng o nì?,cái này nghe thích cô nhỉ?,central
"Rẻ thiệt, để mua xem, đầu hẻm chợ đêm nè","Rẻ thật, để mua xem, đầu đấy hẻm chợ đêm đây này",southern
em sáng mô cụng qua chợ bán đó chờ!,Em sáng nào cũng qua chợ bán đấy chờ!,central
Bữa nào dìa quê mua bánh mì kêu nó ăn thử coi nó sao,Bữa nào về quê mua bánh mì bảo nó ăn thử xem nó sao,southern
"Có cái điện thoại để làm ăn mà cũng lấy của họ nữa, ác nhơn thiệt chớ","Có cái điện thoại để làm ăn mà cũng lấy của họ nữa, ác nhân thật chứ",southern
Răng mà thèm rứa.,Sao mà thèm vậy.,central
lấy mấy kì ghế của mệ leo lên mà chạy o hè?,Lấy mấy cái ghế của mẹ leo lên mà chạy cô nhỉ?,central
làm trò mèo chi nơi gỗ lim rứa?,làm trò mèo gì ở gỗ lim vậy?,central
Ả định khi mô đi để ta đi mồ?,Chị định khi nào đi để mình đi nào?,central
"""Lần ni chuột hết chạy sang đàng nhen.""",Lần này chuột hết chạy sang đường nha.,central
Tui dân Nam Kỳ chỉ biết mùng thôi.,Tôi dân Nam Kỳ chỉ biết màn thôi.,southern
Mạ mi nghe thằng admin.,Mẹ mày nghe thằng admin.,central
dám hông chừng lơ mơ quên cái 25 tháng 12 âm lịch đi chơi đầu 3 phân thiệt hà.,dám không chừng lơ mơ quên một cái 25 tháng 12 âm lịch đi chơi đầu 3 phân thật đấy.,southern
Lộ ni thì ngài miền Trung đầy,Chỗ này thì người miền Trung đầy,central
Để tao đi ăn trước coi ngon không về dẫn mày đi nha.,Để tao đi ăn trước xem ngon không về dẫn mày đi nhé.,southern
Tăng nhõn 7 kg. Đấy là còn hãm rồi ý,Tăng mỗi 7kg. Đấy là còn hãm rồi đấy,northern
Ai chơ bạn thì loại chi cũng có.,Ai chứ bạn thì loại gì cũng có.,central
"""Bắt thau cả rô phi khiếp bạn hây?, có lẹ chộ nớ dừ cụng ngập.""","Bắt thau cá rô phi khiếp bạn nhỉ, có lẽ chỗ đó giờ cũng ngập.",central
Dáng ni là Trương Đức Khuê chắc luôn hè?,Dáng này là Trương Đức Khuê chắc luôn nhỉ,central
Cau mô mà mần?,Cau đâu mà làm?,central
"Sáng ăn bánh mướt Hà Tĩnh, chiều ngắm gà khỏa thân Sài Gòn chơ?","Sáng ăn bánh ướt Hà Tĩnh, chiều ngắm gà khỏa thân Sài Gòn chứ",central
"""Có ăn được méng mô không, mà làm trời cõi mạng rứa cha?""",có ăn được miếng nào không mà làm trời cõi mạng vậy cha,central
Hồi chiều ổng dìa ngoải chắc luôn.,Hồi chiều ông ấy về ngoài ấy chắc luôn.,southern
tao cử mày đi chụp ảnh dìa tao coi,tao cử mày đi chụp ảnh về tao xem,southern
dìa quê lấy chiếc xuồng của chú Út lên đi bắt cá nè,về quê lấy chiếc xuồng của chú Út lên đi bắt cá này,southern
Ở đây chưa chộ chi nà.,Ở đây chưa thấy gì.,central
thì cũng hột vịt lộn với đồ chua,thì cũng trứng vịt lộn với đồ chua,southern
"""Bựa ni ăn tiền quảng cáo nữa à?""",Bữa nay ăn tiền quảng cáo nữa à?,central
Ba đứa lôi chắc đi họp lớp cô Lộc. Giờ con 2 đứa hấn sắp lấy gấy được rồi,Ba đứa lôi nhau đi họp lớp cô Lộc. Giờ con 2 đứa nó sắp lấy vợ được rồi,central
Chỉ ăn đậu không ăn hột vịt được hông.,Chỉ ăn đậu không ăn trứng vịt được không,southern
"Khoá ni cò lẹ khổ nhít, khai giảng mưa, tổng kết cụng mưa","Khoá này có lẽ khổ nhất, khai giảng mưa, tổng kết cũng mưa",central
nãy giờ người ta đi quá trời nè,nãy giờ người ta đi nhiều quá trời đây này,southern
Mang tiếng chơi với nhau nhưng mà chưa bao giờ chị dắt tui đi được một lần mô hết.,Mang tiếng chơi với nhau nhưng mà chưa bao giờ chị dắt tôi đi được một lần nào hết.,central
Nãy tao đi huốt tuốt đằng kia luôn,Lúc nãy tao đi quá tới tận đằng kia luôn,southern
dìa kéo lưới bắt vài con ăn coi,về kéo lưới bắt vài con ăn nào,southern
"Ai đi đường ni chơ chị thì không, sáng ra lo chạy sấp mặt không nhìn trời nổi.","Ai đi đường này chứ chị thì không, sáng ra lo chạy sấp mặt không nhìn trời nổi.",central
Làm tý anh em tâm sự đây chơ mô nữa?,Làm tý anh em tâm sự đây chứ đâu nữa,central
ghé qua anh làm ly nước chờ xe nè.,ghé qua anh uống một ly nước mà chờ xe này.,southern
Uống quài chưa có bồ luôn nè.,Uống mãi chưa có bồ luôn đây này.,southern
Túi rảnh ni rảnh không bạn? Dưới bạn có quán mô hot hot không?,Tối nay rảnh không bạn? Dưới bạn có quán nào hot hot không?,central
Rứa tự chuyển nhà một chắc hi,Vậy tự chuyển nhà một mình nhé,central
khả năng răng chưa rụng mô chị ạ.,khả năng răng chưa rụng đâu chị ạ,central
Bà sui có lấy chồng nữa không để tui đăng kí làm chồng bả luôn coi.,Bà sui có lấy chồng nữa không để tôi đăng kí làm chồng bà ấy luôn nào,southern
"Sao bạn chụp ảnh nó bình thường vậy? Nhà tôi gẫy đôi, trắng cả rừng à?","Sao bạn chụp ảnh nó bình thường vậy? Nhà tôi gãy đôi, trắng cả rừng à?",northern
Tiền để mô cho hết hè?,Tiền để đâu cho hết nhỉ?,central
"Mô mà dệ ri hè, làm chuyến du lịch Thành phố Đông Hà kiếm lúa thôi","Đâu ra mà dễ thế này nhỉ, làm chuyến du lịch Thành phố Đông Hà kiếm lúa thôi",central
bữa ni chuyên nghiệp hơn rồi hi?,bữa nay chuyện nghiệp hơn rồi nhỉ,central
O ni rành sọi hè!,Cô này rành xinh nhỉ!,central
Không những ngon mà còn mắc nữa.,Không những ngon mà còn đắt nữa.,southern
Quán ni mà ngắm mưa là y bài luôn tề.,Quán này mà ngắm mưa là y bài luôn đó,central
"chị đang mần chi đó, xúc lạc à?","Chị đang làm gì đấy, xúc đậu à?",central
"ê mà tui với bạn nên học hỏi, sau ni mình áp dụng y ri được nghe!","Ê mà tôi với bạn nên học hỏi, sau này mình áp dụng giống vậy được nhé!",central
nghe tưởng thiệt không,nghe tưởng thật thôi,southern
Mai mốt bạn về mình dẫn bạn đi,Hôm nào bạn về mình dẫn bạn đi,southern
Sao mà treo nương nương tuốt trên trển dậy?,Sao mà treo nương nương tận trên đấy vậy?,southern
"Em ở quê nội ngoại có bị thiệt hại nhiều không, o nhìn thấy cảnh ngập lụt mà thương quá em.","Em ở quê nội ngoại có bị thiệt hại nhiều không, cô nhìn thấy cảnh ngập lụt mà thương quá em",central
Thằng ni ngá mồm à mi,Thằng này ngứa mồm à mày,central
Ăn lộ mô nhiều rứa bạn?,Ăn chỗ nào mà nhiều vậy bạn?,central
Bão bay dà còn gắng đi Huế,Bão bay nhà còn gắng đi Huế,central
Gần dà tui,Gần nhà tôi,central
"""Tính ra làm đi mà, ăn hấn ngon hơn chơ trúng chia ra không ăn thua dượng hệ?""",Tính ra làm đi mà ăn nó ngon hơn chứ trúng chia ra không ăn thua dượng nhỉ.,central
Thôi thôi đừng nói mắc công tao thèm liếm nước miếng nè.,Thôi thôi đừng nói kẻo tao thèm liếm nước bọt đây này.,southern
"Chà, bựa ni giả vờ không quen tui.","Chà, bữa nay giả vờ không quen tôi.",central
Dà chị mấy ngài đó?,Nhà chị mấy người đó?,central
video ngay quê miềng luôn hè?,video ngay quê mình luôn nhỉ?,central
"Ở dà luôn làm chi nữa, cảm ơn bạn ạ","Ở nhà luôn làm gì nữa, cảm ơn bạn ạ",central
Chầu nớ cứ mang xe trên dốc ngồi lên rồi thả trôi xuống.,Hồi đấy cứ mang xe trên dốc ngồi lên rồi thả trôi xuống.,central
Nhìn hình ức chế thiệt chớ,Nhìn ảnh ức chế thật chứ,southern
nữa về làm trận là hết bài!,hôm nào về làm một trận là tuyệt vời!,southern
"có sao không? Mai ânh lên em mua cho uống ngập mặt luôn nè, ngon lên đây","có chứ sao không? Mai anh lên em mua cho uống ngập mặt luôn này, giỏi thì lên đây",southern
Đọc mà ngá khu,Đọc mà ngứa mông,central
"Ý là 2 chậu cây 2 bên đó tề, không phải cấy cơ ngơi nớ mô bây ơi.","Ý là 2 hai chậu cây hai bên đó thôi, chứ không phải cái cơ ngơi đó đâu mấy ông ơi.",central
"rồi khi mô mở nói rõ ràng ra chớ, toàn nói ngất ngât là tài.","rồi khi nào mở nói rõ ràng ra chớ, toàn nói ngớ ngẩn là tài",central
ri sắp lấy nhông được rồi.,thế này thì sắp lấy chồng được rồi.,central
"Con mệ bán đồ trung, lấy chồng trung kia, chưa thấy xu mô hề.",Con mẹ bán đồ trung lấy chồng trung kia chưa thấy xu nào nhỉ.,central
"Thái độ phong cácj lái xe i chang Trung Nguyễn , không trật đi mô được.","Thái độ phong cách lái xe y chang Trung Nguyễn , không trật đi đâu được",central
Chơ ta cũng gió rồi tề.,Chứ ta cũng gió rồi kìa.,central
Hỏi răng gấy hắn đấm cho rụng răng đó.,Hỏi sao gái nó đấm cho rụng răng đấy.,central
miềng cũng Quảng Trị sao không nghe được chị nói cái chi luôn.,mình cũng Quảng Trị sao không nghe được chị nói cái gì luôn,central
câu chuyện ni kể đến tra hè?,Câu chuyện này kể đến già nhỉ?,central
"Không lấy cụng khổ, mà lấy cụng khổ. Dừ không biết mần răng cả anh nạ.","Không lấy cũng khổ, mà lấy cũng khổ. Giờ không biết làm sao cả anh ạ.",central
Thật à anh. Chờ mất điện ưng mần chi thì mần anh nha.,Thật à anh. Chờ mất điện rồi muốn làm gì thì làm anh nhé.,central
Răng dừ bạn mới đăng? Đêm hôm trước tới dừ rồi.,Sao bây giờ bạn mới đăng? Đêm hôm trước tới giờ rồi.,central
"Kêu o học tập, về nhà xúc gạo cho gin.","Bảo cô học tập, về nhà xúc gạo cho gần.",central
"tí nựa, thì trúng đó chi.",Tí nữa thì trúng đấy còn gì.,central
chỗ mô đó mà năm nay tai nạn nhiều hè?,chỗ nào đấy mà năm nay tai nạn nhiều nhỉ?,central
thế thì chủ xị kiếm mớ,thế thì chủ xị kiếm một mớ,southern
"Cá bống dừa, cá lóc kho tiêu ăn với xoài chín là bá chấy luôn","Cá bống dừa, cá lóc kho tiêu ăn với xoài chín là tuyệt vời luôn",southern
Nghèo khổ ri là do con cái sa đọa với mai thúy,Nghèo khổ thế này là do con cái sa đọa với mai thúy,central
Huế chơ mô nữa.,Huế chứ đâu nữa.,central
"""Làm đọi nác chè bạn hè?""",Làm ly nước chè bạn nhé.,central
Băng luôn rồi chơ ngập chi nựa. Đường thấp mà.,Đi qua luôn rồi chứ ngập gì nữa. Đường thấp mà.,central
"hôm ni mưa, mai đi hè?","Hôm nay mưa, mai đi nhé?",central
"""Chi chi em hỏi bạn nay bạn ở đâu vậy?""",chị em hỏi bạn nay bạn ở đâu vậy,central
ra đường chộ mấy chiếc xe ni sợ i.,ra đường thấy mấy chiếc xe này sợ ấy.,central
nó là cái bùng binh ngay đầu cầu Dakbla đó bạn,nó là cái vòng xoay ngay đầu cầu Dakbla đấy bạn,southern
"""ở đoạn mô để em kiếm 2 triệu cấy?""",Ở đoạn nào để em kiếm 2 triệu cái?,central
"Té một lần gãy ba sườn, gãy răng, bây giờ nhìn cái nhớ lại cảm giác ớn lạnh.","Ngã một lần gãy ba sườn, gãy răng, bây giờ nhìn xong nhớ lại cảm giác ớn lạnh.",southern
"""Chi mà không biết thịt cóc chi? Độ tê choa bắt suốt.""",Gì mà không biết thịt cóc là sao? Đợt kia chúng tôi bắt suốt.,central
không quay được là đổ thừa trái dừa ít nước rồi đó nghe,không quay được là đổ lỗi trái dừa ít nước rồi đấy nhé,southern
Tui mà ri chắc vợ tui quánh tui chết!,Tôi mà vậy chắc vợ tôi đánh tôi chết!,central
"đi thiệt hông à, năm nay có 2 bé yêu nữa nhen, chở theo đặng mua đồ cho nó","đi thật không đấy, năm nay có 2 bé yêu nữa nhé, chở theo để mua đồ cho nó",southern
em khi nớ hại cụng giống như chị nói rồi ạ.,em khi đó e là cũng giống như chị nói rồi ạ,central
